Position,X_Coordinate,Y_Coordinate
1,30.03482119783838,0.062371509822157147
2,28.840566514759807,0.006952481654918385
3,24.87317758997843,0.0005540240245933802
4,29.302935357413624,-0.0020770758961856043
5,25.840426246989875,0.008202932916376542
6,20.666681043426024,-0.0021143029169679813
7,20.657458986302007,-0.00039228236444393926
8,16.931996614875,-0.01861096777129885
9,10.196975574281643,-0.002552344623877244
10,9.226377967621742,-0.006230390165444564
11,9.260573839942579,-0.013916499509887255
12,9.17063780623597,-0.011114334261261892
13,9.08932700264808,-0.03525577171160594
14,9.08307785866016,-0.021803951603204783
15,9.045275381298097,-2.0076343495502873
16,1.9310007701770338,-6.9135200744232295
17,3.66870363758849,12.521620219476219
18,1.622638053179977,14.809802711280028
19,-0.15660875023106485,15.357784850181243
20,-0.007042520562512734,16.73657862730329
21,-0.003688300639033649,16.135885133262057
22,-0.007496999992246503,15.587395381106699
23,-0.0018719560915626864,15.83454491656507
24,-0.004622516489021127,16.103616393949228
25,-0.0011812376342937084,15.879330208505843
26,0.00016058931784951327,15.976553222065366
27,-0.01862232354369378,26.444067064162272
28,0.0019008011984250697,25.976256271514956
29,-0.0013836900683298027,30.738670272014136
30,0.0014139892904976004,30.73097280152956
31,0.00028093435969829664,30.913679249942454
32,0.00032146055682475365,30.78256945699528
33,0.00032257357739020167,30.71211809993536
34,0.0002865961803245761,30.868456507528354
35,0.012150592170988966,39.70406096889243
36,0.001821042029123801,42.64785126947154
37,0.022561402346310773,44.020503451498065
38,0.009518674703145666,44.1563771983932
39,0.0002698625222099328,44.11869109270721
40,0.0023015632949841946,44.183832095439385
41,0.22074203138571455,44.59827785735832
42,2.3364642720985076,50.055099208303126
43,3.474295551680671,51.55254954937561
44,4.5004494851651495,55.62486755334559
45,4.710551927535027,55.679556506127554
46,5.988395276059658,55.99832930983039
47,5.844696950940229,55.999638857162886
48,6.5962953549532655,55.99239163613025
49,6.3525846582244,55.99967008314723
50,12.6168435254215,56.0
51,16.025402267562658,55.988744785948555
53,20.521746948493234,55.9955727742387
54,23.48753231368156,55.999226768481925
55,25.53525717841594,56.0
56,25.419832856030215,56.00000000000001
58,25.006625895687066,56.0
